ProductId,Gender,Category,SubCategory,ProductType,Colour,ProductTitle,ImageURL
39743,Girls,Apparel,Topwear,Tops,White,Gini Jony Girls Printed White Top,http://assets.myntassets.com/v1/images/style/properties/8fbee590cae7931ee74d175775067100_images.jpg
39327,Girls,Apparel,Bottomwear,Leggings,Green,Gini and Jony Girls Green Leggings,http://assets.myntassets.com/v1/images/style/properties/03f85fe2045d6874c29c0818e6f5f57e_images.jpg
8383,Girls,Apparel,Topwear,Tshirts,Blue,Doodle Girl's Raw Edges Light Blue Teen Kidswear,http://assets.myntassets.com/v1/images/style/properties/3752756c42f6f2ba5704c4e5c9d36b17_images.jpg
3901,Girls,Apparel,Bottomwear,Skirts,Blue,Disney Kids Girl's Pooh Denim Blue Skirt,http://assets.myntassets.com/v1/images/style/properties/2f39ff6586be999bfe60e17d6d50db6a_images.jpg
34064,Girls,Apparel,Dress,Dresses,Blue,Gini and Jony Girls Printed Teal Dress,http://assets.myntassets.com/v1/images/style/properties/76fd72ef98204310e06206b9de234cdd_images.jpg
31172,Girls,Apparel,Topwear,Tops,Peach,Gini and Jony Girls Peach Top,http://assets.myntassets.com/v1/images/style/properties/da776219c71ecb6a3ba0c2a39d99689b_images.jpg
27225,Girls,Apparel,Dress,Dresses,Pink,Doodle Girls Printed Pink Dress,http://assets.myntassets.com/v1/images/style/properties/f5b8cd2374234a263ca6bed01bbc9e9c_images.jpg
8384,Girls,Apparel,Topwear,Tshirts,Orange,Doodle Girl's Hippie Chic Orange Kidswear,http://assets.myntassets.com/v1/images/style/properties/243eae8f457007dd9639d4851cc38f10_images.jpg
41008,Girls,Apparel,Bottomwear,Jeans,Navy Blue,Gini and Jony Girls Woven Navy Blue Jeans,http://assets.myntassets.com/v1/images/style/properties/953dfcc043c31b66c5b1be3b0778d8d8_images.jpg
39744,Girls,Apparel,Topwear,Tops,White,Gini Jony Girls Printed White Top,http://assets.myntassets.com/v1/images/style/properties/72a881c1cb0ea7f12131d1559fbc85a2_images.jpg
43590,Girls,Apparel,Topwear,Tshirts,Blue,Gini and Jony Girls Polo Striped Blue T-shirt,http://assets.myntassets.com/v1/images/style/properties/b0637e9def43478657c0a9159d51ad43_images.jpg
40127,Girls,Apparel,Dress,Dresses,Black,Gini and Jony Girls Roseatte Black Dress,http://assets.myntassets.com/v1/images/style/properties/9df82c8db87a057d9bf7d90a02f24d7b_images.jpg
8379,Girls,Apparel,Topwear,Tshirts,Green,Doodle Girl's Princess Lime Green Top,http://assets.myntassets.com/v1/images/style/properties/946a16f582f37cca07c9e49f64438dec_images.jpg
39329,Girls,Apparel,Bottomwear,Shorts,Green,Gini and Jony Girls Green Shorts,http://assets.myntassets.com/v1/images/style/properties/092ffa40994ee79053f16a7e93445890_images.jpg
41001,Girls,Apparel,Bottomwear,Shorts,Blue,Gini and Jony  Girls Woven Blue Shorts,http://assets.myntassets.com/v1/images/style/properties/04e0a096190c52c8e67b940bb6caf190_images.jpg
46815,Girls,Apparel,Topwear,Tops,Yellow,Gini and Jony Girls Yellow Top,http://assets.myntassets.com/v1/images/style/properties/2ad3ea22b139c15808ad70da68f51ef6_images.jpg
33270,Girls,Apparel,Bottomwear,Skirts,White,Gini & Jony Girls White Skirt,http://assets.myntassets.com/v1/images/style/properties/5a8136a2c5a4bbe86c2cf987981d5c29_images.jpg
50722,Girls,Apparel,Dress,Dresses,Pink,Doodle Girls Pink Printed Dress,http://assets.myntassets.com/v1/images/style/properties/5aa2891f267718d2ab17591a1f9f449c_images.jpg
41006,Girls,Apparel,Bottomwear,Shorts,Navy Blue,Gini and Jony Girls Woven Navy Blue Shorts,http://assets.myntassets.com/v1/images/style/properties/612a4966606770d0657b02429ca82cb1_images.jpg
8465,Girls,Apparel,Topwear,Tshirts,Purple,Doodle Girls's Princess Purple Teen Top,http://assets.myntassets.com/v1/images/style/properties/9d2498631ebf7972ec792f4683ad9462_images.jpg
34118,Girls,Apparel,Bottomwear,Shorts,Black,Doodle Girls Washed Black Shorts,http://assets.myntassets.com/v1/images/style/properties/54387763114186bb0ae86cacdd85ec4d_images.jpg
37564,Girls,Apparel,Innerwear,Innerwear Vests,Pink,Madagascar3 Pink Girls Innerwear Vest,http://assets.myntassets.com/v1/images/style/properties/e8409f479400f77360e2a145e8bad0df_images.jpg
12849,Girls,Apparel,Dress,Dresses,White,Ant Kids Girls Butterfly Print White Dresses,http://assets.myntassets.com/v1/images/style/properties/e7c8dbcaeed9fead6def6b01df0d9db6_images.jpg
39852,Girls,Apparel,Topwear,Tops,Blue,Gini and Jony Girls Printed Blue Top,http://assets.myntassets.com/v1/images/style/properties/ed49177a146c23c9cd89a119a8f986b8_images.jpg
37590,Girls,Apparel,Innerwear,Innerwear Vests,Pink,Madagascar Girls Pink Innerwear Vest,http://assets.myntassets.com/v1/images/style/properties/9e74f65716e10bed59e87fc926b330e4_images.jpg
38342,Girls,Apparel,Topwear,Tops,White,Mr. Men Little Miss Girls White Top,http://assets.myntassets.com/v1/images/style/properties/be06f524c657558ce1e79871f64edcb6_images.jpg
36213,Girls,Apparel,Topwear,Tops,Green,Gini And Jony Girls Striped Green Top,http://assets.myntassets.com/v1/images/style/properties/81cc4b694585c8887b778e5800790159_images.jpg
37563,Girls,Apparel,Topwear,Rompers,White,Madagascar3 Infant Boys White Snapsuit Romper,http://assets.myntassets.com/v1/images/style/properties/6848fc75c01a98d99716e295d8230349_images.jpg
24941,Girls,Apparel,Topwear,Tops,Pink,United Colors of Benetton Kids Girls Pink Top,http://assets.myntassets.com/v1/images/style/properties/c1a5e415fd0e4f4945aa965729de43c1_images.jpg
2707,Girls,Apparel,Dress,Dresses,Pink,Disney Kids Girl's Dress Pink Pooh Kidswear,http://assets.myntassets.com/v1/images/style/properties/b65078ba0112f107d024a4e3c028c38b_images.jpg
34116,Girls,Apparel,Bottomwear,Capris,Blue,Doodle Girls Washed Blue Capris,http://assets.myntassets.com/v1/images/style/properties/1d3a6c99b37c376b3ed37690c76986f6_images.jpg
38945,Girls,Apparel,Topwear,Tops,White,Gini and Jony Girls Printed White Top,http://assets.myntassets.com/v1/images/style/properties/8eec0347ac13be340a3a1abb22dd24d5_images.jpg
21868,Girls,Apparel,Topwear,Tops,Pink,Chhota Bheem Kids Girls Are You Game Pink Top,http://assets.myntassets.com/v1/images/style/properties/69c7b7315ca4bc665b77aae1e65b6e6f_images.jpg
24946,Girls,Apparel,Topwear,Tops,White,United Colors of Benetton Kids Girls White Printed Top,http://assets.myntassets.com/v1/images/style/properties/c9b90676e970aed36ee9ac881b4938ad_images.jpg
27196,Girls,Apparel,Dress,Dresses,Yellow,Doodle Girls Yellow Dress,http://assets.myntassets.com/v1/images/style/properties/Doodle-Girls-Yellow-Dress_8deb5a4ffd0f960318c595c64649e65c_images.jpg
34111,Girls,Apparel,Topwear,Tops,Navy Blue,Doodle Girls Striped Navy Blue Top,http://assets.myntassets.com/v1/images/style/properties/91bfde5c15c1f69dcbf3877ddc16bf82_images.jpg
52131,Girls,Apparel,Dress,Dresses,Blue,Doodle Girls Blue Printed Dress,http://assets.myntassets.com/v1/images/style/properties/Doodle-Girls-Blue-Printed-Dress_d8d2067641e308fdfeb691f73e63aed3_images.jpg
2700,Girls,Apparel,Topwear,Tops,White,Disney Kids Girl's White Kidswear,http://assets.myntassets.com/v1/images/style/properties/d2c388bcd6a795e0d0cea56392d352a6_images.jpg
33152,Girls,Apparel,Topwear,Tops,Green,Gini and Jony Girls Printed Green Top,http://assets.myntassets.com/v1/images/style/properties/59c6bb73f4e4d48f1ab3535dd19c3f14_images.jpg
39830,Girls,Apparel,Bottomwear,Shorts,Purple,Gini and Jony Girls Core Purple Shorts,http://assets.myntassets.com/v1/images/style/properties/c8a5e7314bab3b9557c09077fcd28112_images.jpg
38327,Girls,Apparel,Topwear,Tops,Blue,Hannah Montana Girls Blue Top,http://assets.myntassets.com/v1/images/style/properties/a6db21353e23f1fcd9230a9308038dca_images.jpg
3820,Girls,Apparel,Topwear,Tops,White,Disney Kids Girl's Minnie Summer Time White Top,http://assets.myntassets.com/v1/images/style/properties/bc8360dec974f453c41d9818a8cbd4f9_images.jpg
18171,Girls,Apparel,Topwear,Tops,Green,Doodle Kids Girls Ballon Green Top,http://assets.myntassets.com/v1/images/style/properties/f1dbb13abb1efd3ba19bd4108f1a6703_images.jpg
42590,Girls,Apparel,Topwear,Tshirts,White,United Colors of Benetton Girls White Printed T-Shirt,http://assets.myntassets.com/v1/images/style/properties/United-Colors-of-Benetton-Men-Green-T-shirt_1083afbe36b19d3a270f97f5b57ed5e2_images.jpg
38329,Girls,Apparel,Topwear,Tops,Off White,Hannah Montana Girls Off White Tops,http://assets.myntassets.com/v1/images/style/properties/45bffb644f5f63cc6a14092ee3b37692_images.jpg
35436,Girls,Apparel,Bottomwear,Shorts,Blue,Doodle Girls Washed Blue Shorts,http://assets.myntassets.com/v1/images/style/properties/030d8f6b24daa2333909397555a276ef_images.jpg
18178,Girls,Apparel,Topwear,Tops,Black,Doodle Kids Girls Black Layer Top,http://assets.myntassets.com/v1/images/style/properties/Doodle-Kids-Girls-Black-Layer-Top_dcc17daa6b5346d3c6256506953772b1_images.jpg
43683,Girls,Apparel,Topwear,Tops,Blue,Doodle Girls Printed Blue Top,http://assets.myntassets.com/v1/images/style/properties/4ad10fcc757363792980154c94fb4e17_images.jpg
41312,Girls,Apparel,Bottomwear,Capris,Pink,Gini and Jony Girls Fixed Weast Pink Capris,http://assets.myntassets.com/v1/images/style/properties/509bae28bc1f7d726f86a7f55bb393f8_images.jpg
39005,Girls,Apparel,Topwear,Tops,Navy Blue,Gini and Jony Girls Nautical Blues Navy Blue Top,http://assets.myntassets.com/v1/images/style/properties/6d9bccab9b0814c55206caa05dd074e2_images.jpg
24947,Girls,Apparel,Topwear,Tops,Red,United Colors of Benetton Kids Girls Red Printed Top,http://assets.myntassets.com/v1/images/style/properties/be3dff48542779025a9ea8e36626d363_images.jpg
52130,Girls,Apparel,Dress,Dresses,Blue,Doodle Girls Blue Printed Dress,http://assets.myntassets.com/v1/images/style/properties/abb64251bc6bf52e4a3b855bc4edb4dd_images.jpg
34110,Girls,Apparel,Topwear,Tops,Red,Doodle Girls Printed Red Top,http://assets.myntassets.com/v1/images/style/properties/a85afef861225e35fc17f1a48ce9d7e8_images.jpg
43042,Girls,Apparel,Topwear,Tops,Pink,Gini and Jony Girls Pink Top,http://assets.myntassets.com/v1/images/style/properties/08fa3521eedcbeb9f87cf0c96a312681_images.jpg
2701,Girls,Apparel,Topwear,Tops,Yellow,Disney Kids Girl's Yellow Daisy Kidswear,http://assets.myntassets.com/v1/images/style/properties/9f0369e7d1bb5beabf1071dcd6f15867_images.jpg
38944,Girls,Apparel,Topwear,Tops,White,Gini and Jony Girls Printed White Top,http://assets.myntassets.com/v1/images/style/properties/3fd274b944ca2c73d22a3916686de876_images.jpg
2706,Girls,Apparel,Topwear,Tops,Pink,Disney Kids Girl's Pink Pooh Kidswear,http://assets.myntassets.com/v1/images/style/properties/9dfcd501502405f6befacbefbc8bec12_images.jpg
34117,Girls,Apparel,Bottomwear,Shorts,Blue,Doodle Girls Washed Blue Shorts,http://assets.myntassets.com/v1/images/style/properties/41bea3c2c6b87a4cc6b32ef3c0328cc5_images.jpg
38343,Girls,Apparel,Topwear,Tops,White,Mr. Men Little Miss Girls White Tops,http://assets.myntassets.com/v1/images/style/properties/f7d7c0aa100e4e175868f5e79fad6d0c_images.jpg
41971,Girls,Apparel,Topwear,Tops,Blue,Gini and Jony Girls Summer Up Blue Top,http://assets.myntassets.com/v1/images/style/properties/48003adac2550efb3d1924592f80008e_images.jpg
37562,Girls,Apparel,Topwear,Rompers,Green,Madagascar3 Infant Boys Light Green Snapsuit Romper,http://assets.myntassets.com/v1/images/style/properties/d60008aa386eb463ba3e288f9ae144bb_images.jpg
46733,Girls,Apparel,Bottomwear,Capris,Navy Blue,Gini and Jony Girls Navy Blue Capris,http://assets.myntassets.com/v1/images/style/properties/08725f44217a792b713569b41589af67_images.jpg
2730,Girls,Apparel,Topwear,Tops,Red,Disney Kids Girl's Red Round Neck Kidswear,http://assets.myntassets.com/v1/images/style/properties/f8e9d4b05e862f363784a8921bb44049_images.jpg
36212,Girls,Apparel,Topwear,Tops,Black,Gini Jony Girls Black Top,http://assets.myntassets.com/v1/images/style/properties/d8a787ba8bd327287a4c69fd2d0694ba_images.jpg
24985,Girls,Apparel,Topwear,Tops,Pink,United Colors of Benetton Kids Girls Pink Printed Top,http://assets.myntassets.com/v1/images/style/properties/6e3231084adf839cd0d0259b6b0cc4f7_images.jpg
41976,Girls,Apparel,Bottomwear,Capris,White,Gini and Jony Girls White Pedal Pusher,http://assets.myntassets.com/v1/images/style/properties/4247c4e2995d8c399e41a03d39067a56_images.jpg
2708,Girls,Apparel,Dress,Dresses,White,Disney Kids Girl's White Dress Pooh Kidswear,http://assets.myntassets.com/v1/images/style/properties/43bebe24a5aeacfbef2201f0ba264fc4_images.jpg
2737,Girls,Apparel,Topwear,Tops,Red,Disney Kids Girl's Red Kidswear,http://assets.myntassets.com/v1/images/style/properties/35e3b397144b0e2f810be458cea913bc_images.jpg
36215,Girls,Apparel,Bottomwear,Shorts,Purple,Gini and Jony Girls Core Purple Shorts,http://assets.myntassets.com/v1/images/style/properties/da87d030dd2cc9003e67e29841a8b525_images.jpg
37565,Girls,Apparel,Innerwear,Innerwear Vests,Green,Madagascar Girls Green Innerwear Vest,http://assets.myntassets.com/v1/images/style/properties/51bb3815d90a782bd22194ceb30d4232_images.jpg
38328,Girls,Apparel,Topwear,Tops,Pink,Hannah Montana Girls Pink Top,http://assets.myntassets.com/v1/images/style/properties/ca791a4fd15edf47eec63b406a8058d4_images.jpg
35437,Girls,Apparel,Bottomwear,Shorts,Black,Doodle Girls Washed Black Shorts,http://assets.myntassets.com/v1/images/style/properties/e03bf84f412447b3f2a424bbf4fc8a70_images.jpg
18179,Girls,Apparel,Topwear,Tops,Black,Doodle Kids Girls Black Layer Top,http://assets.myntassets.com/v1/images/style/properties/a0742e0ff38488bb96e5f971d402ec43_images.jpg
30725,Girls,Apparel,Topwear,Lehenga Choli,Pink,Fabindia Girls Printed Pink Lehenga Choli,http://assets.myntassets.com/v1/images/style/properties/fefa355936f77e25a46b1a31c81c196d_images.jpg
39836,Girls,Apparel,Topwear,Tops,Peach,Gini and Jony Girls Printed Peach Top,http://assets.myntassets.com/v1/images/style/properties/99a915b2447ea8435c2fb3ace15e6669_images.jpg
33153,Girls,Apparel,Topwear,Tops,White,Gini and Jony Girls Printed White Top,http://assets.myntassets.com/v1/images/style/properties/c14e81ba38e2b61da5e76b91c23e6a33_images.jpg
39831,Girls,Apparel,Bottomwear,Shorts,Magenta,Gini and Jony Girls Core Magenta Shorts,http://assets.myntassets.com/v1/images/style/properties/6b2494c2fed66789745ba1740110981b_images.jpg
5570,Girls,Apparel,Dress,Dresses,Grey,Ant Kids Girl's Sleeveless With Flower Print Kidswear,http://assets.myntassets.com/v1/images/style/properties/0f3fde0541471c4ce29052eb40ed4d5d_images.jpg
3819,Girls,Apparel,Topwear,Tshirts,Pink,Disney Kids Girl's Minnie Summer Time Pink Top,http://assets.myntassets.com/v1/images/style/properties/7331e5fb7516a0b01479629fc1947db6_images.jpg
38326,Girls,Apparel,Topwear,Tops,Pink,Hannah Montana Girls Pink Printed Top,http://assets.myntassets.com/v1/images/style/properties/1e362eb632a23a34570c7bf9833aa1e4_images.jpg
34159,Girls,Apparel,Topwear,Tops,White,Gini and Jony Girls Printed White Top,http://assets.myntassets.com/v1/images/style/properties/1b74ee8cea9c97c3302fc04953e457c4_images.jpg
39010,Girls,Apparel,Topwear,Tops,Pink,Gini and Jony Girls Kitch Peachy Pink Top,http://assets.myntassets.com/v1/images/style/properties/c854d58e3ffe365a40a5ea7e4d2352c1_images.jpg
